,RefSeq Assembly ID,#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
215,GCF_027570995.1,GCF_027570995.1,PRJNA224116,SAMN30438124,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA39,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757099v1,Imperial College London,GCA_027570995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/995/GCF_027570995.1_ASM2757099v1,na,na,na,haploid,bacteria,7015423.0,7015423.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6666,6502,87,na
216,GCF_027571215.1,GCF_027571215.1,PRJNA224116,SAMN30438137,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA52,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757121v1,Imperial College London,GCA_027571215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/215/GCF_027571215.1_ASM2757121v1,na,na,na,haploid,bacteria,6236756.0,6236756.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5751,5584,79,na
217,GCF_027571305.1,GCF_027571305.1,PRJNA224116,SAMN30438133,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA48,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757130v1,Imperial College London,GCA_027571305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/305/GCF_027571305.1_ASM2757130v1,na,na,na,haploid,bacteria,6540752.0,6540752.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6107,5959,81,na
218,GCF_027594685.1,GCF_027594685.1,PRJNA224116,SAMN31002545,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5085,na,latest,Complete Genome,Major,Full,2023/01/09,ASM2759468v1,Beijing Institute of Microbiology and Epidemiology,GCA_027594685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/594/685/GCF_027594685.1_ASM2759468v1,na,na,na,haploid,bacteria,6553815.0,6553815.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/10/23,6105,5975,79,na
219,GCF_027594965.1,GCF_027594965.1,PRJNA224116,SAMN27964220,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY8709,na,latest,Complete Genome,Major,Full,2023/01/09,ASM2759496v1,Beijing Institute of Microbiology and Epidemiology,GCA_027594965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/594/965/GCF_027594965.1_ASM2759496v1,na,na,na,haploid,bacteria,7007585.0,7007585.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/10/23,6583,6407,80,na
220,GCF_027594985.1,GCF_027594985.1,PRJNA224116,SAMN28016686,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY8688,na,latest,Complete Genome,Major,Full,2023/01/09,ASM2759498v1,Beijing Institute of Microbiology and Epidemiology,GCA_027594985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/594/985/GCF_027594985.1_ASM2759498v1,na,na,na,haploid,bacteria,6973928.0,6973928.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/10/23,6562,6392,80,na
221,GCF_027595005.1,GCF_027595005.1,PRJNA224116,SAMN28016687,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY7770,na,latest,Complete Genome,Major,Full,2023/01/09,ASM2759500v1,Beijing Institute of Microbiology and Epidemiology,GCA_027595005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/005/GCF_027595005.1_ASM2759500v1,na,na,na,haploid,bacteria,6583864.0,6583864.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/10/23,6119,5948,79,na
222,GCF_027595025.1,GCF_027595025.1,PRJNA224116,SAMN28016697,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY7610,na,latest,Complete Genome,Major,Full,2023/01/09,ASM2759502v1,Beijing Institute of Microbiology and Epidemiology,GCA_027595025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/025/GCF_027595025.1_ASM2759502v1,na,na,na,haploid,bacteria,7389660.0,7389660.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/10/23,7006,6804,81,na
223,GCF_027570415.1,GCF_027570415.1,PRJNA224116,SAMN30438087,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA2,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757041v1,Imperial College London,GCA_027570415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/415/GCF_027570415.1_ASM2757041v1,na,na,na,haploid,bacteria,6203666.0,6203666.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5767,5605,80,na
224,GCF_027570435.1,GCF_027570435.1,PRJNA224116,SAMN30438092,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA7,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757043v1,Imperial College London,GCA_027570435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/435/GCF_027570435.1_ASM2757043v1,na,na,na,haploid,bacteria,6573599.0,6573599.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6094,5953,79,na
225,GCF_027570455.1,GCF_027570455.1,PRJNA224116,SAMN30438094,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA9,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757045v1,Imperial College London,GCA_027570455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/455/GCF_027570455.1_ASM2757045v1,na,na,na,haploid,bacteria,7126864.0,7126864.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6619,6447,82,na
226,GCF_027570475.1,GCF_027570475.1,PRJNA224116,SAMN30438089,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA4,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757047v1,Imperial College London,GCA_027570475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/475/GCF_027570475.1_ASM2757047v1,na,na,na,haploid,bacteria,6832860.0,6832860.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6343,6169,81,na
227,GCF_027570495.1,GCF_027570495.1,PRJNA224116,SAMN30438091,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA6,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757049v1,Imperial College London,GCA_027570495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/495/GCF_027570495.1_ASM2757049v1,na,na,na,haploid,bacteria,6262103.0,6262103.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5825,5596,81,na
228,GCF_027570515.1,GCF_027570515.1,PRJNA224116,SAMN30438093,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA8,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757051v1,Imperial College London,GCA_027570515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/515/GCF_027570515.1_ASM2757051v1,na,na,na,haploid,bacteria,6669237.0,6669237.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6177,5963,79,na
229,GCF_027570535.1,GCF_027570535.1,PRJNA224116,SAMN30438096,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA11,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757053v1,Imperial College London,GCA_027570535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/535/GCF_027570535.1_ASM2757053v1,na,na,na,haploid,bacteria,6330533.0,6330533.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5872,5715,79,na
230,GCF_027570555.1,GCF_027570555.1,PRJNA224116,SAMN30438097,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA12,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757055v1,Imperial College London,GCA_027570555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/555/GCF_027570555.1_ASM2757055v1,na,na,na,haploid,bacteria,6739580.0,6739580.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6218,6062,80,na
231,GCF_027570575.1,GCF_027570575.1,PRJNA224116,SAMN30438098,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA13,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757057v1,Imperial College London,GCA_027570575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/575/GCF_027570575.1_ASM2757057v1,na,na,na,haploid,bacteria,6879940.0,6879940.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6421,6275,78,na
232,GCF_027570595.1,GCF_027570595.1,PRJNA224116,SAMN30438099,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA14,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757059v1,Imperial College London,GCA_027570595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/595/GCF_027570595.1_ASM2757059v1,na,na,na,haploid,bacteria,7015358.0,7015358.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6686,6528,87,na
233,GCF_027570615.1,GCF_027570615.1,PRJNA224116,SAMN30438100,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA15,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757061v1,Imperial College London,GCA_027570615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/615/GCF_027570615.1_ASM2757061v1,na,na,na,haploid,bacteria,6360180.0,6360180.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5857,5734,79,na
234,GCF_027570635.1,GCF_027570635.1,PRJNA224116,SAMN30438101,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA16,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757063v1,Imperial College London,GCA_027570635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/635/GCF_027570635.1_ASM2757063v1,na,na,na,haploid,bacteria,6910473.0,6910473.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6479,6295,83,na
235,GCF_027570655.1,GCF_027570655.1,PRJNA224116,SAMN30438102,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA17,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757065v1,Imperial College London,GCA_027570655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/655/GCF_027570655.1_ASM2757065v1,na,na,na,haploid,bacteria,6396161.0,6396161.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5984,5829,81,na
236,GCF_027570675.1,GCF_027570675.1,PRJNA224116,SAMN30438104,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA19,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757067v1,Imperial College London,GCA_027570675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/675/GCF_027570675.1_ASM2757067v1,na,na,na,haploid,bacteria,6504256.0,6504256.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6084,5940,80,na
237,GCF_027570715.1,GCF_027570715.1,PRJNA224116,SAMN30438105,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA20,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757071v1,Imperial College London,GCA_027570715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/715/GCF_027570715.1_ASM2757071v1,na,na,na,haploid,bacteria,7003703.0,7003703.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6599,6431,82,na
238,GCF_027570775.1,GCF_027570775.1,PRJNA224116,SAMN30438110,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA25,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757077v1,Imperial College London,GCA_027570775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/775/GCF_027570775.1_ASM2757077v1,na,na,na,haploid,bacteria,6289320.0,6289320.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5810,5665,79,na
239,GCF_027570795.1,GCF_027570795.1,PRJNA224116,SAMN30438111,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA26,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757079v1,Imperial College London,GCA_027570795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/795/GCF_027570795.1_ASM2757079v1,na,na,na,haploid,bacteria,6733209.0,6733209.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6297,6148,83,na
240,GCF_027570835.1,GCF_027570835.1,PRJNA224116,SAMN30438117,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA32,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757083v1,Imperial College London,GCA_027570835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/835/GCF_027570835.1_ASM2757083v1,na,na,na,haploid,bacteria,6575888.0,6575888.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6112,5984,80,na
241,GCF_027570855.1,GCF_027570855.1,PRJNA224116,SAMN30438118,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA33,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757085v1,Imperial College London,GCA_027570855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/855/GCF_027570855.1_ASM2757085v1,na,na,na,haploid,bacteria,6948888.0,6948888.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6542,6398,80,na
242,GCF_027570875.1,GCF_027570875.1,PRJNA224116,SAMN30438119,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA34,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757087v1,Imperial College London,GCA_027570875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/875/GCF_027570875.1_ASM2757087v1,na,na,na,haploid,bacteria,6928454.0,6928454.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6481,6334,80,na
243,GCF_027570915.1,GCF_027570915.1,PRJNA224116,SAMN30438138,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA53,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757091v1,Imperial College London,GCA_027570915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/915/GCF_027570915.1_ASM2757091v1,na,na,na,haploid,bacteria,6292498.0,6292498.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5808,5664,77,na
244,GCF_027570935.1,GCF_027570935.1,PRJNA224116,SAMN30438136,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA51,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757093v1,Imperial College London,GCA_027570935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/935/GCF_027570935.1_ASM2757093v1,na,na,na,haploid,bacteria,6420794.0,6420794.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6029,5891,80,na
245,GCF_027570955.1,GCF_027570955.1,PRJNA224116,SAMN30438140,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA55,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757095v1,Imperial College London,GCA_027570955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/955/GCF_027570955.1_ASM2757095v1,na,na,na,haploid,bacteria,6463386.0,6463386.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5995,5855,81,na
246,GCF_027570975.1,GCF_027570975.1,PRJNA224116,SAMN30438141,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA56,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757097v1,Imperial College London,GCA_027570975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/975/GCF_027570975.1_ASM2757097v1,na,na,na,haploid,bacteria,6338470.0,6338470.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5909,5770,80,na
247,GCF_027571015.1,GCF_027571015.1,PRJNA224116,SAMN30438127,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA42,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757101v1,Imperial College London,GCA_027571015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/015/GCF_027571015.1_ASM2757101v1,na,na,na,haploid,bacteria,6381417.0,6381417.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5955,5820,80,na
248,GCF_027571035.1,GCF_027571035.1,PRJNA224116,SAMN30438128,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA43,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757103v1,Imperial College London,GCA_027571035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/035/GCF_027571035.1_ASM2757103v1,na,na,na,haploid,bacteria,6305107.0,6305107.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,5853,5710,80,na
249,GCF_027571055.1,GCF_027571055.1,PRJNA224116,SAMN30438109,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA24,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757105v1,Imperial College London,GCA_027571055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/055/GCF_027571055.1_ASM2757105v1,na,na,na,haploid,bacteria,6780197.0,6780197.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6332,6136,82,na
250,GCF_027571075.1,GCF_027571075.1,PRJNA224116,SAMN30438115,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA30,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757107v1,Imperial College London,GCA_027571075.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/075/GCF_027571075.1_ASM2757107v1,na,na,na,haploid,bacteria,6807710.0,6807710.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6379,6207,79,na
251,GCF_027571095.1,GCF_027571095.1,PRJNA224116,SAMN30438120,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA35,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757109v1,Imperial College London,GCA_027571095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/095/GCF_027571095.1_ASM2757109v1,na,na,na,haploid,bacteria,6783004.0,6783004.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6296,6115,80,na
252,GCF_027571115.1,GCF_027571115.1,PRJNA224116,SAMN30438121,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA36,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757111v1,Imperial College London,GCA_027571115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/115/GCF_027571115.1_ASM2757111v1,na,na,na,haploid,bacteria,6844349.0,6844349.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6431,6273,81,na
253,GCF_027571135.1,GCF_027571135.1,PRJNA224116,SAMN30438129,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA44,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757113v1,Imperial College London,GCA_027571135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/135/GCF_027571135.1_ASM2757113v1,na,na,na,haploid,bacteria,6843186.0,6843186.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6432,6273,81,na
254,GCF_027571155.1,GCF_027571155.1,PRJNA224116,SAMN30438125,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA40,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757115v1,Imperial College London,GCA_027571155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/155/GCF_027571155.1_ASM2757115v1,na,na,na,haploid,bacteria,7089219.0,7089219.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6656,6489,81,na
255,GCF_027571175.1,GCF_027571175.1,PRJNA224116,SAMN30438130,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA45,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757117v1,Imperial College London,GCA_027571175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/175/GCF_027571175.1_ASM2757117v1,na,na,na,haploid,bacteria,6536263.0,6536263.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6102,5948,81,na
256,GCF_027571195.1,GCF_027571195.1,PRJNA224116,SAMN30438132,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA47,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757119v1,Imperial College London,GCA_027571195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/195/GCF_027571195.1_ASM2757119v1,na,na,na,haploid,bacteria,6576722.0,6576722.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6095,5954,79,na
257,GCF_027571285.1,GCF_027571285.1,PRJNA224116,SAMN30438086,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA1,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757128v1,Imperial College London,GCA_027571285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/285/GCF_027571285.1_ASM2757128v1,na,na,na,haploid,bacteria,6677289.0,6677289.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6295,6108,80,na
258,GCF_027571325.1,GCF_027571325.1,PRJNA224116,SAMN30438135,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA50,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757132v1,Imperial College London,GCA_027571325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/325/GCF_027571325.1_ASM2757132v1,na,na,na,haploid,bacteria,6675726.0,6675726.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6225,6068,79,na
259,GCF_027571345.1,GCF_027571345.1,PRJNA224116,SAMN30438139,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA54,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757134v1,Imperial College London,GCA_027571345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/345/GCF_027571345.1_ASM2757134v1,na,na,na,haploid,bacteria,6995283.0,6995283.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6597,6445,78,na
260,GCF_027571365.1,GCF_027571365.1,PRJNA224116,SAMN30438123,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PALA38,na,latest,Complete Genome,Major,Full,2023/01/05,ASM2757136v1,Imperial College London,GCA_027571365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/571/365/GCF_027571365.1_ASM2757136v1,na,na,na,haploid,bacteria,6951781.0,6951781.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/06/23,6548,6400,78,na
261,GCF_027359235.1,GCF_027359235.1,PRJNA224116,SAMN32299599,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NF143349,na,latest,Complete Genome,Major,Full,2022/12/27,ASM2735923v1,Jinan University,GCA_027359235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/235/GCF_027359235.1_ASM2735923v1,na,na,na,haploid,bacteria,7256240.0,7256240.0,65.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/27/22,6888,6710,88,na
262,GCF_027171385.1,GCF_027171385.1,PRJNA224116,SAMN32216000,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=Jade-X,na,latest,Complete Genome,Major,Full,2022/12/21,ASM2717138v1,Dalian Maritime University,GCA_027171385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/171/385/GCF_027171385.1_ASM2717138v1,na,na,na,haploid,bacteria,6508614.0,6508614.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/21/22,6084,5954,83,na
